unique_post_id,final_stress,clinical_class,model_role,official_eval,oof_fold,group_id,label_source,label_confidence_tier,annotation_weight,class_weight,training_sample_weight,content
258004522,1.871310434327066,Low,train,False,0,G00018,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,درد مثل کمر درد اینا داشتین؟
261005269,1.0,Low,train,False,0,G02565,original_dual,high,1.0,0.684177788873456,0.8553459671640382,باید زبون دار شی بخاطر بچه هات، وگرنه فردا میشن دوتا بچه پر از عقده و حسرت که نمیتونن از خودشون دفاع کنن و همش سرکوفت میشنون
261235099,6.0,High,train,False,0,G00015,original_p1_high_selected,medium_high,0.9,1.198107656482396,1.3480661196253865,"درسته، کاش می‌شد یه‌کم حساسیتمو کم کنم. 😞🤦🏽‍♀️ تا یه‌ذره به‌هم ریخته می‌شه خونه اعصابم خرد می‌شه. هال کوچیکه زود شلوغ می‌شه و نمی‌تونم تحمل کنم. جارو هم هفته‌ای یه‌بار می‌کشم.
اصن یه‌جا نمی‌تونم بشینم. دانشگاهم دارم می‌رم سه روز در هفته و اکثرا توی خونه‌ام روی پام. آشپزی، سالاد، رخت و ظرف و فلان. واسه‌ی همه‌شون روی پا باید وایسم انجام بدم."
261626674,1.7407407407407407,Low,train,False,0,G02566,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"مگه بقیه قداره مداره ی محل پشت به پشتشونه
بیشتر ماها تنهاییم
پر کَس بی کس"
267356554,2.648375282959045,Low,train,False,0,G00031,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,"نگووو تروخدا😔
ینی چیشد؟"
267363492,2.7407407407407405,Low,train,False,0,G00031,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"نه زیاد نارارومی نمیکنه فقط یخورده سخته برام با موضوع بچه داشتن کنار بیام
میخاستم درین مورد با همسرم حرف بزنم"
267365062,4.979569828854984,Moderate,train,False,0,G00031,active_p2_calibrated,medium,0.65,1.0556758388791745,0.8578607139351856,"ممنون از روحیه دادنت عزیزم
البته نسبت ب روزای اول بهترم اما درست میکرد انشاالله ب مرور بهتر شم. هرچند کار شوهرم همچنان رو هواست و همینم خیلی اذیتم میکنه چون اون اصلا تو حال خودش نیس ک بخاد برا من کاری کنه"
267365382,1.0942455856950868,Low,train,False,0,G00031,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,سالم باشی عزیزم.. حواست باشه چون به بچه شیر میدی. باید روحیت خوب باشه.. شیر ناراحتی و بیحالی و یا ترس و غصه برا بچه خوب نیست.. ان شاالله خدا همه کارها رو درست کنه..
269245719,2.0,Low,train,False,0,G00036,active_dual,high,1.0,0.684177788873456,0.8553459671640382,"مرسی عزیزم
اون سقط شد
دوباره باردار شدم
شما هم نگران نباش میری سونو صدای قلبشو میشنوی"
271055693,5.7407407407407405,High,train,False,0,G02575,original_dual,high,1.0,1.198107656482396,1.4978512440282072,وای دیشب منم درد اطراف ناف و زیرشکم داشتم یجوری بود اصلا نمی‌تونستم بشینم میترسم یوقت قلبش تشکیل نشه😔😔😔آخه هفته ۶ هستم دکتر گفته هفته ۸میری سونوقلب
271056089,1.0,Low,train,False,0,G02575,original_dual,high,1.0,0.684177788873456,0.8553459671640382,انشاالله که چیزی نیست منم درد داشتم ولی دکترم گفت طبیعیه این درد ها
272894651,1.0942455856950868,Low,train,False,0,G00039,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,ن عزیزم من خودم رفتم دیدم مسکن ملی های رباط کریم رو داشتن در و پنجره میزدن مال ثبت نامی های ۹۹بود پرسیدم ازشون
273009572,2.111111111111111,Low,train,False,0,G02578,original_dual,high,1.0,0.684177788873456,0.8553459671640382,خدا حاجتتو بده به صلاح خودش، خیلی‌ نگران بودم
274805847,3.425440131591025,Moderate,train,False,0,G00049,active_p2_calibrated,medium,0.65,1.0556758388791745,0.8578607139351856,"من ازبچگی ازلمس شدن بدم میاد
خانواده هم میدونن الانم فقط همسرم حق داره لمسم کنه
یکی از فوبیا هام همین لمس شدن تو بارداری و اوایل زایمانه که هر کسی به خودش اجازه میده دست بزنه به سینت"
276203863,1.7407407407407407,Low,train,False,0,G02581,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"سلام و عرض ادب
۱_اگه در دادگاه کیفری شکایت کرده باشیم بابت کلاهبرداری اما رای خیانت در امانت صادر شده باشه
مجدد میتونیم  کلاهبرداری شکایت کنیم ولی این دفعه مدارکمون کاملتر باشه و از نفرات بیشتری شکایت بشه؟
۲_متهم یه خونه داشته باشه به مبلغ ۲میلیارد
دو‌تا شاکی وجود داشته باشه هر کدام ۱میلیارد طلب داشته باشند
شاکی اول خونه را سند بزنه بنام خودش
شاکی دوم باید چیکار کنه؟؟؟؟
چطوری باید به اجرای احکام بگم که طلب شاکی اول ۱میلیارد بوده"
278343497,3.425440131591025,Moderate,train,False,0,G00055,active_p2_calibrated,medium,0.65,1.0556758388791745,0.8578607139351856,من هفته ۳۴ اب دورش کم شد دو روز اب خوردم فقط اب میتونه تامینش کنه ولی تاثیر نکرد و اورژانسی سز صدم
279866139,1.0,Low,train,False,0,G02587,original_dual,high,1.0,0.684177788873456,0.8553459671640382,با بشکاف خیاطی
282842535,2.259259259259259,Low,train,False,0,G02591,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"من خودم اجازه نمیدم😐😐
به اندازه کافی مشکلات داره بارداری"
283536818,1.0,Low,train,False,0,G02592,original_dual,high,1.0,0.684177788873456,0.8553459671640382,پس عیبش چیه
285393542,1.871310434327066,Low,train,False,0,G00066,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,"نباید بترسی آخرش هیچیه پس سعی کن بجنگی واسه آرزوهات واسه زندگیت هر کاری از دستبرمیاد بکن برا اینکه راضیشون کنی ازدواج نکنی من جای تو بودم یه جوری آفتابه برمیداشتم به خانوادم میدونم میترسی ولی آخرش قراره کلی کتک بخوری از جون بیافتی همین یا برین به پسره هرجور میتونی تا پا پس بکشه نکن این کارو ناموسن اگه هیچ کاری نکنی یا نخوای هیچ کاری بکنی و فقط بگی خدا کمکم کن هیچ اتفاقی قرار نیس بیافته و بدتر بگا میری و چشتو باز میکنی میبینی سر سفره ی عقدی پس در نتیجه خودتم اینو خواستی
ولی یه حدکتی بزن تلاش کن اگه نشد حتی مستقل شو برو خوابگاه بمون کار کن
اگه میترسی پس باید یا ازدواج بدون عشق و علاقه با کسی که نمیخوایش بکنی یا اینکه خودتو تموم کنی"
289051453,1.0,Low,train,False,0,G00073,active_dual,high,1.0,0.684177788873456,0.8553459671640382,اوایل بارداری که هنوز جفت تشکیل نشده بچه اصلاً با مادر ارتباط خونی نداره. نگران نباش
292097414,1.0,Low,train,False,0,G02608,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"براچی نری
چندماهته ؟
من رفتم ماه اخرم بود لباس مجلسی بارداری بود بعدم رفتم اتلیه یک تیر دونشون کردم
کفش یا دمپایی بپوش کمرت درد نگیره"
292215607,1.0,Low,train,False,0,G02609,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"وای😐واقعا
چند جلسه رفتی"
292792295,4.0,Moderate,train,False,0,G02235,original_p1_high_selected,medium_high,0.9,1.0556758388791745,1.1878071423717955,"حس میکنم اینجور استوریامو اصن توجه نمیکنه
استوریایی ک خودم عکس گرفته باشم یا ی چیز جالب باشه رو لایک کرده
یبار عکس خودم رو ک اولین بار استوری کردم لایک کرد یا مثلا ی چیزی راجب داداشم بود لایک کرد یا مثلا صنایع دستی"
292792817,1.0,Low,train,False,0,G02235,original_dual,high,1.0,0.684177788873456,0.8553459671640382,خب ک چی😐😐😐😐
293012736,5.0,High,train,False,0,G01415,original_p1_high_selected,medium_high,0.9,1.198107656482396,1.3480661196253865,"گلم ،به نظرم برو بیمارستان نور
من برای عکس رنگی رفتم جام جم کلا مرگم اومد جلو چشمم درصورتی که قبلش رفته بودم تهران انقد درد ندلشت
دردش به کنار اینکه سرم چندبار داد کشید...
البته بخش تصویربرداری و سونو جداهست...."
294521720,1.0,Low,train,False,0,G01354,original_dual,high,1.0,0.684177788873456,0.8553459671640382,سخت بود یا اسون ؟
295252006,2.6296296296296293,Low,train,False,0,G02616,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"وااای یک چیزی میگم یک چیزی میشنوی ها
یک زنه سزارین کرده بود نمیدونم خون تو بدنش مونده بود یا چی همش میومدن فشارش میدادن جیغ میزد بخیه هاش درد میکرد من براش گریم گرفته بود"
296923498,1.0,Low,train,False,0,G00091,active_dual,high,1.0,0.684177788873456,0.8553459671640382,"اهاااا مرسی رفع ابهام کردید 😅
ادم قبل بارداری اخه از کجا بفهمه ژنش چطوریه !!"
297556559,3.3703703703703702,Moderate,train,False,0,G02621,original_dual,high,1.0,1.0556758388791745,1.3197857137464393,پس پزشک‌قانونی یا متخصص چیو‌تشخیص میده....من حی نمیدونم بکارتم‌چه نوعی بوده....😫😫😫😫
297972679,1.0942455856950868,Low,train,False,0,G00095,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,"اسطوره خدوس بخور گل گاو زبون دم کن بخور
یکم به این فکر کن اگر کسی این رفتار و باهات بکنه چقدر ناراحت میشی
و مشاوره هم برو ریشه این اخلاص و پیدا کن و حذفش کن
انشالله که سالم و سلامت باشی عزیزم"
298881902,1.0,Low,train,False,0,G02625,original_dual,high,1.0,0.684177788873456,0.8553459671640382,آلفا برای سوختگی عالیه
299171940,4.7407407407407405,Moderate,train,False,0,G02626,original_dual,high,1.0,1.0556758388791745,1.3197857137464393,"من کم خونی فشار پایین حالت تهوع همشون کلافه م کرده گاهی میگم کاش فقط یه نفر یه لقمه غذا درست کنه بخورم اکثرا صبحا غذا درست میکنم حالم بهتره اما امروی صبحم حالم شدیدا خراب بود نشد
انیدوارم این روزا رو به بهترین شکل طی کنی❤"
299609811,6.0,High,train,False,0,G02238,original_p1_high_selected,medium_high,0.9,1.198107656482396,1.3480661196253865,"منم تجربه شمارو داشتم ، البته شوهر سابقم بیشتر دنبال عقده گشایی و تحقیر من جلو خانوادش بود ، فک کن با مادرش و پسرم سر سفره صبحانه نشسته بودن ، منم از خسته گی و ناراحتی مریض شده بودم ، بهم میگفت تو صبحانه نخور برو وسائل جابه جا کن😔😔
خدا هیچ کسو گیر مرد بد نندازه"
301337358,1.0,Low,train,False,0,G02630,original_dual,high,1.0,0.684177788873456,0.8553459671640382,لعنت به ذهن منحرف من ازبس دوپهلو مینویسن مخ نمونده برامون🙄😅
301338944,3.3703703703703702,Moderate,train,False,0,G02630,original_dual,high,1.0,1.0556758388791745,1.3197857137464393,"درد ک زیاده
یجایی ب بعد بدن ب مسکن اعتیاد پیدا میکنه
😥"
302709082,1.871310434327066,Low,train,False,0,G00104,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,انشالله خدا شفا بده عزیزم ولی اینرو بدون که درد بعد یک مدت عادی میشه شایدم بدنت قوی تر میشه من مفصل پام به خاطر مصرف دارو تخریب شد عمل کردم اما مفصلم عوض نکردم فقط مفصلم یک سوراخ زدن که بهتر خون رسانی بشه دکتر بیهوشی یک حرف خوبی بهم زد گفتم خیلی درد دارم گفت به دردت توجه نکن برو پیاده روی پات رو محکم فشار بده به زمین قدم بردار از دردش نترس واقعا همینطور شد الان ده سال رد شده و خیلی خوبم درصورتی که دکتر گفته بود مفصلت فقط ۵ سال کار میده برات
303694559,1.0,Low,train,False,0,G02631,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"وا بگو یهو وسط راه کیسه آبم پاره شده میخوای چیکار کنی؟
مردا فکر میکنن دکتر تاریخ داده دیگه قبلش هیچ امکانی نیست
بگو خطرش رو بهش"
304365239,3.740740740740741,Moderate,train,False,0,G00106,active_dual,high,1.0,1.0556758388791745,1.3197857137464393,منم دوروزه باشوهرم قهرم اون هی زنگ میزنه من جواب نمی‌دم میدم دست پسرم باهاش حرف بزنه.😞
305472176,3.0,Moderate,train,False,0,G02241,original_p1_high_selected,medium_high,0.9,1.0556758388791745,1.1878071423717955,نه اینجور آدما واقعن از کمبود و عقده هاشون این حرفو میزنن من قیافم خوبه شغل و خانوادم عالیه جوریکه شوهرم باورش نمیشد جواب مثبت بدم وارد خانوادشون شدم همش میگفتن چشاش بده چشم میزنه یواش یواش که گذشت فهمیدم چشمای خودشون خیلی شوره همینقدر بگم که جاریم اومد خونم یه حسن یوسف داشتم گفت وای چه بزرگ شده بخدا اینو ۱۲شب گفت ۶صبح خواستم برم سرکار دیدم یه چوب خشکه باورم نشد آوردمش خونه کلی بهش رسیدم عاقا خشک شد
305541042,1.0942455856950868,Low,train,False,0,G00114,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,شما چرا گلم تو این وضعیت ناراحتی براتون خوب نیست از مهربونی ولطف خداوند ناامید نشین خدا هیچ وقت ماها رو رها نمی کنه الان باید شاد باشی می دونی چقد خانم ها الان ارزوشونه جای شما باشند گلم
306706831,3.0,Moderate,train,False,0,G02242,original_p1_high_selected,medium_high,0.9,1.0556758388791745,1.1878071423717955,آخیی عزیزم گریم گرفت به حالت 😭😭تاپیک های قبلیت روخوندم🥺🥺 از خدامیخام به حق فاطمه زهرا توروز سقط کمکت کنه ناراحت نباش گلم قوی باش این روزا هم میگذره دفعه بعدی انشالله به سلامتی بچه ات رو بغل میگیری ، بازم خداروشکر فرصت سقط داری ، دیگه همه چیز بستگی به بدنت داره اگر با قرص سقط بشه کاملا نیاز نیست به کورتاژ وگرنه که باید کورتاژ بشه قبل رفتن آیه الکرسی بخون برو خداپشت وپناهت
306978552,1.7407407407407407,Low,train,False,0,G02638,original_dual,high,1.0,0.684177788873456,0.8553459671640382,برا منم ایست کرد مشکلی نبود قبلش پا درد شدید داشتم توبارداری قبلش هم همیشه پا درد بودم خودم حس میکنم خون رسانی نميشد بهش بعد سقط ۳ ماه بکوب ورزش کردم خداروشکر دیگه پا درد ندارم
307231754,1.0942455856950868,Low,train,False,0,G00120,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,همینطوری حتما دیگه میگفته مامانش میزده براش:(
307812556,7.310764374750923,Very High,train,False,0,G00124,active_p2_calibrated,medium,0.65,1.9253616657292336,1.5645826799441982,از شدت ترس و استرس میترسم اتفاقی برا بچم بیافته چرا اخه اینجوری میکنن خانما زندگی داریم اخه ما الان من طلاق بگیرم تنهایی با ی بچه ؟
307838863,1.0942455856950868,Low,train,False,0,G00125,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,بعنوان کسی که هه ی رژیم میگیره و تو یه هفته دو هفته پنج کیلو پنج کیلو کم میکنه باید بگم: رژیم سرخورد اصلا نگیر ،با متخصص تغذیه مشورت کن
308373646,1.0942455856950868,Low,train,False,0,G00131,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,اهان باشه دستت درد نکنه پس اسپری موبر پاریس با رایحه گل رز
309505551,1.0,Low,train,False,0,G00137,active_dual,high,1.0,0.684177788873456,0.8553459671640382,"جنگجوی درون
علاوه بر اینکه انگیزشیه شدید خیلیم آموزندس
من فیلم های انگیزشیو یکبار فقط میبینم ولی اینو خیییلی دیدم چون هربار که میبینم یه چیز جدیدی ازش یاد میگیرم
خیلی کمکت میکنه رو ذهنت کار کنی"
310232608,3.0,Moderate,train,False,0,G02244,original_p1_high_selected,medium_high,0.9,1.0556758388791745,1.1878071423717955,انقدر مشغول فسقلی میشی ک کل تایم بارداری یادت میره ولی خب تنهایی واقعا سخته از همین اول عادت بده همسرت کمکت باشه وگرنه واقعا اذیت میشی ،من حتی چندبار سرماخوردیم یا کرونا گرفتیم تنها بودم با اون حالم هم ب دخترم میرسیدم هم سوپ و غذا میپختم البته خانواده ها نزدیکن ولی خب چاره چیه مامانم بنده خدا چندباری غذا پخت فرستاد چون هربار مریض شدم از شانسم یا عمل داشت یا انقدر تو کار سرش شلوغ بود ک نمیتونست بیاد
310257577,1.0,Low,train,False,0,G02646,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"بدو بیمارستان دختر جون زنگ بزن به دکترت
ماه چندی"
310319093,1.0,Low,train,False,0,G02647,original_dual,high,1.0,0.684177788873456,0.8553459671640382,من26سالمه ومث توام😁😬
310878866,1.0,Low,train,False,0,G00144,active_dual,high,1.0,0.684177788873456,0.8553459671640382,"وا فکر کردم اشتباه نوشتی دو ماه
توی هر اقدام فقط 25% احتمال حاملگی هست ، تا یک سال هم باردار نشی کاملا طبیعیه انتظار چیو داری توی دو ماه ؟
اگه سنتون بالاست و عجله داری به شوهرت بگو بره یه آزمایش اسپرم بده اگر مشکل نداشت بدون هیچ گونه استرسی اقدام کنین
استرس عامل بسیار مهم ناباروریه"
313544736,1.0,Low,train,False,0,G02652,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"بله دقیقا ی ادم بی سواد
چهار ماه رفته دوره دیده
دو تا کتاب ایا خونده .
داره پول میگره این کارو میکنه
اون که شما میگین پروانه طبابت داره
حالا هر کجا
میتونه از علم و دانشش استفاه کنه"
313794425,3.0,Moderate,train,False,0,G02246,original_p1_high_selected,medium_high,0.9,1.0556758388791745,1.1878071423717955,"باید بهترین سونوگرافی جنین شناسی میرفتی انومالی
من پیش دو نفر رفتم
اولی گفت همچی عالی
فقط معده تشکیل نشده ک اونم مشکلی نیست
معده خالیه دیده نمیشع
دفعه دوم رفتم پیشرفته پیش سونو جنین شناس
تمام مشکلاتش رو گفت
رفتم ی جای سوم اونم تایید کرد"
314647649,2.648375282959045,Low,train,False,0,G00153,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,"[QUOTE=314646787]بارداریم ک هس ولی نمیدونم خارج رحم باشه یا ن
عزیزم مثبته و بارداری مبارکه. اصلا به هیچی دیگ فکرنکن و فکرای مثبت بکن احتمال خارج رحمی خیلی خیلی کمه مخصوصا اگر طبیعی باردارشدی
تلقین و افکار خیلی موثره من سری پیش از بس از اول به بارداری پوچ فکرکردم و تو نینی سایت ازش خوندم و نگران بودم همین اتفاق افتاد و پوچ شد."
314888743,4.0,Moderate,train,False,0,G02247,original_p1_high_selected,medium_high,0.9,1.0556758388791745,1.1878071423717955,"من نمیفهمم چرا وقتی یکی میمیره همه میان میگن طرفو ببخش
خو اونا تا وقتی زنده بودن چار نعل میتازوندن حالا چون مردن مستحق بخشش شدن؟
اگه قرار باشه با مردنمون همه مارو ببخشو حق الناسی گردنمون نمونه
پس با خیال راحت  حق مردمو پایمال کنیم دیگه چون میدونیم اگه بمیریم همه میگن دستش کوتاهه فلانه ببخشیدش"
315483616,2.3703703703703702,Low,train,False,0,G00155,active_dual,high,1.0,0.684177788873456,0.8553459671640382,"باردار هستم سونو واژینال دادم هفته پنجم بارداری
دوستان کسی رفته سونو توده کیستیک به قطر ۴میلی متر  مشکوک به ساک حاملگی باید ۳هفته دیگه برم سونو شرایطش مثل من بوده باشه و همه چی اکی"
315483708,6.111111111111111,High,train,False,0,G00155,original_dual,high,1.0,1.198107656482396,1.4978512440282072,همش استرس حاملگی پوچ و خارج رحمی دارم🥲🥲🥲
315497619,3.425440131591025,Moderate,train,False,0,G00002,active_p2_calibrated,medium,0.65,1.0556758388791745,0.8578607139351856,"میگم جنین باید هفته ای ۲۰۰ تا ۲۵۰ گرم اضافه کنه
۲۶ هفته ۱۰۰۰ گرم بود باید ۲۹ هفته حداقل ۱۶۰۰ میشد نه ۱۴۰۰
الان که گفتید یادم اومد که تو اون تایم ویروس بدی گرفتم اسهال و استفراغ شدید شاید به خاطر اون خوب وزن نگرفته
آزمایش دکتر داد انجام دادم گفت دیابت لب مرزه و کم خونی داری
البته دکترم گفت ۱۴۰۰ وزن خوبیه خودم وسواس دارم."
315642970,4.37037037037037,Moderate,train,False,0,G00156,active_dual,high,1.0,1.0556758388791745,1.3197857137464393,اگه کمتر بخوری چن کیلو لاغر میشی؟؟۶۴ کیلوااامممم. میخاممم۵۶بشممممم☹️😭😭😭
316519104,2.648375282959045,Low,train,False,0,G00160,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,"اصلا اتاق داری بهشون بدی؟ رختخواب و وسیله و ...
چرا با هم میان خووووو
برای کریسمس میان؟ اگه بچه دارن که بیشتر از دو هفته که نمیتونن بمونن. بچه هاشون باید برن مدرسه"
316973553,1.0,Low,train,False,0,G02661,original_dual,high,1.0,0.684177788873456,0.8553459671640382,"یه سوال نخندید
من مربا شو خوردم و دمنوشش
خودش خیلی سفته چجوری باید خورد
عاشق بوشم"
317264555,5.111111111111111,High,train,False,0,G00166,active_dual,high,1.0,1.198107656482396,1.4978512440282072,من تا هفته ۲۲ نزدیک ۲۳ احساسش نکردم از بس استرس داستم هرروز میرفتم بهداش فقد صدای قلبشو بشنوفم اروم بگیرم
318483100,1.6296296296296298,Low,train,False,0,G02667,original_dual,high,1.0,0.684177788873456,0.8553459671640382,مطمئن باش دیده میشه اصلا نگران نباش،به من گفت برو سلفری ولی من نرفتم میدونستم خیلیارو میفرستن،خداروشکر سالمم بود
318719663,1.0942455856950868,Low,train,False,0,G00172,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,"بچه داداشمو گفتن جنین کوتوله ست.سالم بدنیا اومد
بچه خواهرشوهرمو گفتن سرش کوچیکه اونم سالم بدنیا اومد
بچه منو گفتن کم وزنه،وزنش ۳۲۰۰ شد که وزن خوبی واسه نوزاده
این موارد خیلی زیاده"
318910917,5.0,High,train,False,0,G01415,original_p1_high_selected,medium_high,0.9,1.198107656482396,1.3480661196253865,"😔😔😔
منم تو دلیم پاهاش مشکل داره ...
چون تایم سقط قانونی گذشته بود ازمایش های دیگه رو انجام ندادم امینو و....
گفتم فقط دردم بیشتر میشه...
چقدر درد عجیب و بدی این درد...
درکل حال دلت رو درک میکنم..."
319201384,3.3703703703703702,Moderate,train,False,0,G00174,active_dual,high,1.0,1.0556758388791745,1.3197857137464393,"من فک نکنم سه هفتمم کامل شده باشه تازه شکم دارم
ولی دندونم واقعا درد میکنه یکیم نیست دوتا هستش😑"
319558046,1.0,Low,train,False,0,G00179,active_dual,high,1.0,0.684177788873456,0.8553459671640382,ن من مادر نشدم ولی زن داییم رنگ کرد موهاشو برا دخترش هم مشکلی پیش نیومد
320462018,6.7407407407407405,High,train,False,0,G02675,original_dual,high,1.0,1.198107656482396,1.4978512440282072,"نمیشه الان سقطش کنم😭😭😭😭😭؟؟؟؟
چونک میدونم اینم مثل قبلیا میشه  یکشال هم ازش نگذشته اخه"
321000149,2.648375282959045,Low,train,False,0,G00194,active_p2_calibrated,medium,0.65,0.684177788873456,0.5559748786566249,با دکترم حرف زدم مشاوره آنلاین گفت اگه درد یا خونریزی شدید داشتی بیا ولی علایمت سقطِ.
321000602,3.0,Moderate,train,False,0,G00194,original_p1_high_selected,medium_high,0.9,1.0556758388791745,1.1878071423717955,شما خون ریزی داشتی بعدم دفع لخته داشتی چیزی نیس ک با دکتر انلاین حل بشه برو ی سونو بده حداقل بفهمی واقعا سقط شده یا ن انقدرم استرس نکشی اگه سقط شده ک هیچ انشاالله زودی جاش سبز میشه اگه سقط نشده مراقبتای لازم رو انجام بدی ک جاش محکم شه
321002103,1.3703703703703702,Low,train,False,0,G00194,original_dual,high,1.0,0.684177788873456,0.8553459671640382,من ۳ روز خونریزی داشتم، بعدش قطع شد. ولی کمرم درد بود تا چند روز بعدش
321055600,3.3703703703703702,Moderate,train,False,0,G02678,original_dual,high,1.0,1.0556758388791745,1.3197857137464393,هیچ وقت نمیبخشمش تا چه حد عوضی...
321624238,1.0,Low,train,False,0,G02679,original_dual,high,1.0,0.684177788873456,0.8553459671640382,اره طول بارداری رو میگم
