unique_post_id,split,group_id,author,thread_id,content_hash,final_stress,clinical_class,label_source,evaluation_eligible,training_eligible,split_seed,dataset_hash,manifest_version
286855836,val,G00059,چشم_سفید۷۹,10905439,f9e489788e77613ac023b3367e7828d5e0dceda24b01f27fdd487251a47dd377,2.7407407407407405,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
287338581,test,G00068,8hadiye,10927534,a37faeaa21232753ab49d130a3e0d1ac9a2f3623067b431e5749e1aedf60fb3e,7.310764374750923,Very High,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
287342049,test,G00068,sonya_khanoom,10927534,af62e3a268e40aef2f477ae6684ae25317a106d7b29385bd527268f36f020cee,1.8713104343270661,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
287876131,val,G00069,ladynb,10952391,7f35492b8477e6fc38870a2b4dcc9ac24b137be9a5d5be25394ce9b0ba398625,1.0,Low,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
288047505,test,G00070,شیواجون,10959911,c39e447eabcaed353529a8cce1cca383af4b29729a1a6f4f905711f1e4cee6ae,1.8713104343270661,Low,active_p2_calibrated,False,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
288054383,test,G00070,فقطخ,10959911,858e26ee9fe610bc44481193ac81e1515e5514c9a73e8b82c2a8679e48e55719,3.7407407407407405,Moderate,active_dual,True,False,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
288153945,train,G00071,titimah,10965289,cd73d9c84160770accd64bdfd6a48228a0878d0b772dda2cf29c795e7055ec97,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
288883327,train,G00072,0پرنیا0,10999153,ef37c5bb9e431ab2653364ab363d0252a2da1f2c3f05243bc1820835a2097587,3.7407407407407405,Moderate,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
289051453,train,G00073,مامانmehdi,11006992,168cc04c8882e52fdf0b72dd5bdb8e9fd7aba4583acf9e6bca1baa4fb8d4a624,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
289123900,train,G00074,عشق_فقط_مادر,11010093,7575f5468e1540c2a20c29e24cbf2b536353543ade11dafdad5b52c7bd3bb864,1.0,Low,active_dual,True,True,20260804,f9b1810e611cf7b7c25ea3e15c4f4145a1df7b92435c2953b72e088a89f7e109,1.0
